	var_id	condition	coef	std err	t	pval	Conf. Int. Low	Conf. Int. Upp.	padj
0	GXE_00023	FLUC	-0.013859446371311116	0.004745077532657228	-2.9208050397334335	0.0034948835752610023	-0.023160147139517608	-0.004558745603104625	0.02861180950330408
1	GXE_00023	P9SC	-0.0006376322470292434	0.0016715677153524924	-0.38145762278902495	0.7028674519424054	-0.003914027843790328	0.0026387633497318417	0.879734157576931
2	GXE_00024	FLUC	0.01161989082895986	0.005664447814064655	2.0513722096808835	0.04024271257102879	0.0005171567275353423	0.022722624930384377	0.1911301743779787
3	GXE_00024	P9SC	0.00155230645931035	0.002407030570608223	0.6449051699904683	0.518995471079347	-0.003165650396626569	0.006270263315247269	0.7941574335643244
4	GXE_00026	FLUC	0.04227997470026094	0.007746100283796546	5.458227127358921	4.861890355382486e-08	0.027097048738718946	0.05746290066180293	9.052581688251992e-07
5	GXE_00026	P9SC	-0.0006378650240888573	0.003922352673256484	-0.16262306763947307	0.870816740380953	-0.008325964590484	0.007050234542306285	0.9563105153656525
6	GXE_00027	FLUC	-0.0038430224569548327	0.004706810393655463	-0.8164812549354077	0.4142339192753569	-0.013068716819752503	0.005382671905842837	0.7368798608237364
7	GXE_00027	P9SC	-0.0010793100175453163	0.0019470605534798481	-0.554327915285603	0.5793601719180346	-0.004895691828140007	0.0027370717930493746	0.8256606231548177
8	GXE_00033	FLUC	-0.0021475878902604472	0.007222680823912597	-0.29733944260007844	0.7662102230156878	-0.016304573234577013	0.01200939745405612	0.9068165843105985
9	GXE_00033	P9SC	0.001912465085395219	0.005022095375204059	0.38081018828072566	0.7033478332106249	-0.007931211017408051	0.01175614118819849	0.8798120339329101
10	GXE_00034	FLUC	0.02018143505617847	0.015468094536254806	1.3047137130482571	0.192004211309994	-0.01013716727348089	0.05050003738583783	0.5087389624523484
11	GXE_00034	P9SC	0.028233291488581266	0.011675624160939346	2.418139801299479	0.015608276083881748	0.0053482098738815015	0.05111837310328103	0.09687260436721887
12	GXE_00035	FLUC	0.00534710394696392	0.008168626162851243	0.6545903607734112	0.5127384820987965	-0.010664003796828213	0.02135821169075605	0.7895407559043041
13	GXE_00035	P9SC	-0.0014574645331461586	0.005497099240150959	-0.26513338571383227	0.7909092321967592	-0.012232183128133681	0.009317254061841362	0.9169507232121596
14	GXE_00064	FLUC	0.00551542383552113	0.0056353284239640125	0.9787226973439572	0.32772794463658206	-0.005530234120779352	0.016561081791821614	0.6701065068176566
15	GXE_00064	P9SC	-0.00526486188355583	0.002553220077471842	-2.0620478156230906	0.03921508318822713	-0.010269360919137343	-0.0002603628479743176	0.18923975923860067
16	GXE_00066	FLUC	0.005339956638972624	0.004592031532229292	1.1628745581327133	0.24489321197407285	-0.0036607627181916924	0.014340675996136941	0.5822093988626545
17	GXE_00066	P9SC	-0.004845976636576624	0.0022742585785874283	-2.130794045234084	0.03311734320274242	-0.00930369062826416	-0.00038826264488908777	0.168306497822633
18	GXE_00068	FLUC	-0.010521487363388942	0.00725173490469826	-1.450892441831026	0.14682429365068997	-0.024735420841771383	0.003692446114993501	0.44060045886255533
19	GXE_00068	P9SC	-0.006956908779873625	0.0036713348515143196	-1.8949262492371408	0.05811547641687272	-0.014152994963675317	0.00023917740392806648	0.24312299322679048
20	GXE_00069	FLUC	-0.0019820289831903445	0.004861248761100563	-0.40772013130667745	0.6834831855303614	-0.011510433898734837	0.007546375932354147	0.8709962944656464
21	GXE_00069	P9SC	-0.0017453324525522444	0.0021623096122729206	-0.8071612144005738	0.41958247085671285	-0.005983618241047031	0.002492953335942542	0.7381283601024446
22	GXE_00070	FLUC	0.0053929485753474475	0.0043732509276598755	1.233166965389112	0.21752685955509032	-0.0031789447145960112	0.013964841865290907	0.548115583837018
23	GXE_00070	P9SC	-0.0017192000245403669	0.002119958496640395	-0.810959283997715	0.41739796330246615	-0.005874474513222471	0.002436074464141737	0.7368798608237364
24	GXE_00071	FLUC	-0.01129290802552194	0.005356622104568313	-2.1082144316081126	0.03502389984421858	-0.021792281108484225	-0.0007935349425596556	0.17587180255903556
25	GXE_00071	P9SC	-0.0038837366483600207	0.0029615430390695884	-1.3113895685879184	0.18974008140246737	-0.009688578703938893	0.0019211054072188517	0.5064086589977754
26	GXE_00072	FLUC	-0.010026468970114678	0.00428876412548148	-2.3378457468768006	0.019404305293500904	-0.018432761917278516	-0.00162017602295084	0.11278082413681188
27	GXE_00072	P9SC	-0.0074514249806328335	0.0019342592621310372	-3.852340338504236	0.0001173311962646991	-0.011242715319178332	-0.0036601346420873353	0.0014961505269147086
